status_id,ss_headlines,headline,neg,neu,pos
1405630409737397_1604558686511234,0.2732,"When Someone Tries To Prove How ‘Mexican’ They Are, Things Definitely Get Awkward",0.105,0.719,0.176
1405630409737397_1604558783177891,0,"Don't Judge 'Em, These Actors Had To Start Somewhere",0,1,0
1405630409737397_1604720363161733,0,7 Quinceañeras Who Didn’t Settle For Basic Themes,0,1,0
1405630409737397_1604741423159627,0.5423,"Everyone’s Thoughts On ""La Incondicional"" One Should Never Share With A Luis Mi Fan",0,0.71,0.29
1405630409737397_1604765719823864,-0.7845,Trump's Racist Attacks On Mexican-American Judge Final Straw For This Republican,0.434,0.566,0
1405630409737397_1604799603153809,0,Tacos Before Vatos: Why We Single Ladies Live By This Motto,0,1,0
1405630409737397_1604826083151161,0,This Latino Shows James Corden How We Get Down When We Sing In Cars,0,1,0
1405630409737397_1604855533148216,0.5859,Camila Cabello Shows Off Her Amazing Vocals And Guitar Skills In Drake/Rihanna Mash Up You...,0,0.787,0.213
1405630409737397_1604856136481489,0.5859,"Micheladas, Cafe de Olla and 7 Other Amazing Ways Latinos Start Off the Day",0,0.759,0.241
1405630409737397_1604856223148147,0,We Can Guess What Kind Of Eyebrows You Have,0,1,0
1405630409737397_1604859363147833,0.6369,5 Country Songs That Profess Their Love Of Mexico,0,0.625,0.375
1405630409737397_1605073399793096,0.5859,Taquero In Mexico Creates Donald Trump Taco And The Ingredients Are Hilarious,0,0.676,0.324
1405630409737397_1605106689789767,-0.296,This Actor Had No Idea She Was Mexican Until She Changed Schools In Third Grade,0.136,0.864,0
1405630409737397_1605137259786710,0,Answering These Questions Will Determine How Compatible You And Bae Are,0,1,0
1405630409737397_1605141039786332,0,Albuquerque District Attorney Charging Latino Teen As An Adult,0,1,0
1405630409737397_1605188366448266,0.6369,11 Central American Foods That Might Take Over Your Love For Tacos,0,0.724,0.276
1405630409737397_1605196216447481,-0.6124,This Latina Is Not Apologizing After All The Hate She Got For Speaking Spanish On TV,0.263,0.737,0
1405630409737397_1605196826447420,0,The Hottest Stars Are Standing Up For The #IAmAnImmigrant Movement,0,1,0
1405630409737397_1605238456443257,-0.3818,Latino Students Upset After White Students Built A Wall As A Prank,0.224,0.776,0
1405630409737397_1605238933109876,0.5563,Here’s Proof That Mexico Fans Make Fútbol More Fun,0,0.69,0.31
1405630409737397_1605239163109853,0,Every Latino Has These Types Of Salsa Dancers In Their Family,0,1,0
1405630409737397_1605451543088615,0,Iron Man Has A Twin And He Lives In Mexico,0,1,0
1405630409737397_1605479093085860,0,Why Wraps Are Just White Burritos,0,1,0
1405630409737397_1605480426419060,0.296,Gina Rodriguez’s Fans Are Asking Marvel To Make Her The Next Miss America Superhero,0.098,0.732,0.171
1405630409737397_1605522389748197,0,This Mexican-American Politician Tells Trump To Shove It... Literally,0,1,0
1405630409737397_1605522849748151,0,Your Throat Will Knot Watching These Latinos Tell You About The Day ICE Took Their Parents,0,1,0
1405630409737397_1605573989743037,-0.6249,7 Latino Writers You Probably Made The Mistake Of Ignoring When You Were A Teen,0.317,0.683,0
1405630409737397_1605614753072294,0,Texas Teen Tells Her Class She's Undocumented In Her Valedictorian Speech,0,1,0
1405630409737397_1605628136404289,0.25,This Might Be The Internet’s Greatest Clapback to Immigrant Haters,0.208,0.519,0.273
1405630409737397_1605634339737002,-0.2732,You’ve Been Mistaking These Things For Mexican Your Whole Life,0.189,0.811,0
1405630409737397_1605634943070275,0,Signs Your Ex Is Thirsting For You,0,1,0
1405630409737397_1605636739736762,0.5994,Super PAC Will Spend Millions To Give Donald Trump A Taste Of His Own Medicine,0,0.769,0.231
1405630409737397_1605897449710691,0,10 Reasons Why Latinos Never Move Out Of Their Parents’ House,0,1,0
1405630409737397_1605925153041254,-0.7506,These People Failed Miserably At Relationships,0.615,0.385,0
1405630409737397_1605938763039893,0,9 Reasons You HAVE TO Follow Vicente Fernandez on IG and Snap,0,1,0
1405630409737397_1605952469705189,-0.1779,All The Weird Things You’ll See If You Visit The Border,0.145,0.855,0
1405630409737397_1605993283034441,0,"Selena, Walter Mercado and El Chavo are All Illuminati, Here’s Proof",0,1,0
1405630409737397_1605994253034344,0,11 Latino-Themed Cap Designs For Your Graduation Inspo,0,1,0
1405630409737397_1605995089700927,0,Both Gina Rodriguez AND Wilmer Valderrama Slayed On “Lip Sync Battle”,0,1,0
1405630409737397_1605995429700893,0.6369,"Justin We Get It, You’re In Love With A Latina, But All This Is Unnecessary",0,0.756,0.244
1405630409737397_1605996016367501,0.6597,"On A Scale Of Classy To Chola, What Does Your Eyeliner Look Like Based On Your Attitude?",0,0.722,0.278
1405630409737397_1605996506367452,0,Expectations Guys Have of Their Latina GFs,0,1,0
1405630409737397_1605996953034074,0,The Complete List of Bro Codes Every Mexican Is Down With,0,1,0
1405630409737397_1605997523034017,-0.6597,Dave Navarro’s Mother was Murdered When He was a Teen and Now He’s Talking about It,0.239,0.761,0
1405630409737397_1605997713033998,0,Jackie “Flaca” Cruz Talks Nearly Dying and Sexual Orientation,0,1,0
1405630409737397_1606004216366681,0.296,YouTube Star Miranda Sings Tries Mexican Candies and Isn’t Afraid to Share Her Opinion,0,0.855,0.145
1405630409737397_1606004883033281,0,10 Trends Frida Kahlo Started,0,1,0
1405630409737397_1606005003033269,0,"This Ex-Gang Member Used To Run The Streets Of L.A., Now He’s An Emmy-Nominated Actor",0,1,0
1405630409737397_1606005189699917,0,This Latina High School Sophomore Already Has Two College Degrees,0,1,0
1405630409737397_1606005446366558,0,Flaca Can Sing! Listen to Jackie Cruz Doing a Cover of Selena’s “Como La Flor”,0,1,0
1405630409737397_1606005606366542,0,16 Life Lessons I Could Only Learn From Telenovelas,0,1,0
1405630409737397_1606005793033190,0,A Bunch of Dudes from Texas Decided to Mix Norteño with Punk Rock,0,1,0
1405630409737397_1606006333033136,0,15 Reasons Everyone Should Watch ‘Stand and Deliver’ Again,0,1,0
1405630409737397_1606019476365155,0.3612,11 Times Starbucks Butchered Latino Names Like It was Nothing,0,0.783,0.217
1405630409737397_1606019616365141,-0.4767,Proof Latino Parents Deprived Us of a Normal Childhood,0.307,0.693,0
1405630409737397_1606021126364990,0.7841,"Let’s Be Honest, The Copa América Memes Are More Fun Than The Games",0,0.615,0.385
1405630409737397_1606044013029368,0,11 Spanish Names That'll Mean Something Totally Different When You Read Them Out Loud,0,1,0
1405630409737397_1606044963029273,0.4939,"According To This Report, Cubans Are Pretty Much Going Extinct",0,0.738,0.262
1405630409737397_1606048576362245,-0.7269,Trump Says Racism Is Bad Like We Won't Check The Receipts,0.42,0.442,0.138
1405630409737397_1606053703028399,0,People In Mexico Are On The Fence About This New Commercial And Here's Why,0,1,0
1405630409737397_1606054546361648,0.4767,11 Foods You Had To Explain To Your White Friends,0,0.744,0.256
1405630409737397_1606055049694931,0,These Latinas Just Came Out of The Closet For Trump,0,1,0
1405630409737397_1606055643028205,0.4215,Your Guide To The 15 Best Drunk Snacks Latin America Has Given Us,0.136,0.625,0.239
1405630409737397_1606057326361370,0.5719,9 Delicious Latino-Flavored Donuts To Give You All The Life You Can Handle,0,0.748,0.252
1405630409737397_1607122016254901,-0.2732,Bill O’Reilly Asked Jorge Ramos If Supporting Donald Trump’s Wall Plan Makes Him Racist,0.212,0.635,0.153
1405630409737397_1607124769587959,-0.7906,"50 Dead, 53 Injured In Gay Nightclub Shooting During Latin Night In Orlando",0.389,0.611,0
1405630409737397_1607187236248379,-0.3182,"Remembering The Victims Of The Orlando Shooting, Many Of Which Were Latino",0.173,0.827,0
1405630409737397_1607205546246548,0.4754,This Former Dishwasher Owns One Of The Most Popular Mexican Restaurants In San Francisco,0,0.808,0.192
1405630409737397_1607231579577278,0,Quiz: Can You Tell If This Is Kim Kardashian Or El Chapo’s Wife?,0,1,0
1405630409737397_1607232099577226,-0.5994,21 Years After Selena’s Death: This Is What Los Dinos Have Been Up To,0.231,0.769,0
1405630409737397_1607232229577213,0.6369,A Community In Oregon Showed A Taco Truck Owner That They Don’t Just Love Her Food,0,0.756,0.244
1405630409737397_1607324702901299,0.4939,Life-Changing Hacks All Latinos Have Pretty Much Used For Years Now,0,0.758,0.242
1405630409737397_1607488732884896,0.5106,"One Of The World’s Top Recording Artists Reveals She’s Latina, Not Irish Like Everyone Thought",0,0.751,0.249
1405630409737397_1607517712881998,-0.5423,12 Horrible Things That Happen During Sex To Everyone,0.304,0.696,0
1405630409737397_1607563802877389,0,Which Latina TV Character Are You?,0,1,0
1405630409737397_1607584702875299,0,This FOX Sports Reporter Talked S**t About Mexicans On A Live Stream,0,1,0
1405630409737397_1607628539537582,-0.3182,Watch Selena Gomez Open Up About Friend Who Was Killed In Orlando,0.254,0.565,0.181
1405630409737397_1607641976202905,-0.6705,This Latino Pastor Seriously Thinks It Is Okay To Murder The LGBTQ Community,0.35,0.546,0.104
1405630409737397_1607649822868787,-0.0772,"After A Huge Fight In An L.A. School, Danny Trejo Showed Up To Iron S**t Out",0.145,0.726,0.128
1405630409737397_1607650089535427,0,What Was This Mom Thinking When She Named Her Kid This,0,1,0
1405630409737397_1607729546194148,0,13 Reasons That’ll Make You Change Your Mind About Getting A Boob Job,0,1,0
1405630409737397_1607729619527474,-0.5267,13 Ways To Clap Back To The Stupidest Thing Latinas Hear Too Often,0.221,0.779,0
1405630409737397_1607886652845104,0.2263,Christina Aguilera’s Impressions Of Iconic Singers Are Epic AF,0,0.808,0.192
1405630409737397_1607925446174558,-0.2484,13 Mexican Sayings that Sound Really Weird When They’re Translated Literally,0.166,0.834,0
1405630409737397_1607925879507848,0,Selena Gomez Reminds Us She Is Totally Us After A Break Up,0,1,0
1405630409737397_1607946526172450,0.6249,"It Took 71 Years To Graduate High School, But These Latino BFFs Had A Great Reason",0,0.773,0.227
1405630409737397_1607958819504554,0,Soraya Montenegro Will Be Resurrected On “Orange Is The New Black” Season 4,0,1,0
1405630409737397_1607997399500696,0,"If You Grew Up With A Latina Mom, This Song Nails Your Childhood",0,1,0
1405630409737397_1607998039500632,0.6908,This Little Girl Delivered The Perfect Joke And Dragged Donald Trump,0.079,0.53,0.391
1405630409737397_1608000602833709,0.5106,He Survived The Shooting In Orlando And He Is Now Telling His Story,0,0.784,0.216
1405630409737397_1608061532827616,0.1779,Ex UFC Champ Explains Why He Got This Tattoo That Pisses So Many People Off,0.13,0.703,0.168
1405630409737397_1608291509471285,0.4019,We Decided To Photoshop These Band Names In English And The Results Are Hilarious,0,0.828,0.172
1405630409737397_1608316252802144,-0.7269,Some LGBTQ Latinos Are Not Surprised By The Violent Attack In Orlando,0.391,0.503,0.106
1405630409737397_1608353222798447,0,Foods Mexicans Cannot Eat without Limón,0,1,0
1405630409737397_1608386186128484,0.0258,Here’s Why Rob Schneider Loves Mexican Soccer So Much,0.252,0.49,0.259
1405630409737397_1608396512794118,0,"My Parents Didn't Have Any Emojis Just For Them, So I Made 'Em Myself",0,1,0
1405630409737397_1608400642793705,0.4767,Meet 19 People Who Are Proud To Call Themselves “Paisa”,0,0.744,0.256
1405630409737397_1608405352793234,-0.5106,Family Identifies 20-Year-Old Guard Who Worked At El Chapo’s Prison,0.268,0.732,0
1405630409737397_1608432756123827,0.4939,"There's A Beauty Pageant For Plus-Size Latinas Called ""Miss Gordita""",0.129,0.565,0.306
1405630409737397_1608438816123221,0.6369,You Are Going To Fall in Love With Carmen Carrera Even More After Watching This Video,0,0.781,0.219
1405630409737397_1608460846121018,0.4019,13 Hilarious Posts Your Tías Have Published On Facebook,0,0.748,0.252
1405630409737397_1608462259454210,0,Which Latino Hotspot Should You Visit Based On Your Personality?,0,1,0
1405630409737397_1608462436120859,-0.6597,Trump Blamed Immigrants For Orlando Even Though One Of The Victims Was Undocumented,0.329,0.671,0
1405630409737397_1608745512759218,0,This Is The One Thing That Unites All Children Of Immigrants,0,1,0
1405630409737397_1608746549425781,-0.2484,13 Mexican Sayings that Sound Really Weird When They’re Translated Literally,0.166,0.834,0
1405630409737397_1608746896092413,-0.6705,This Latina Confronted a Starbucks Barista for Stealing From Her,0.44,0.56,0
1405630409737397_1608747092759060,0.6633,Conan O’Brien Learns “No Mames” and “Que Pedo” and LOVES It,0,0.693,0.307
1405630409737397_1608747306092372,-0.8074,"Watch a High School Girl Savagely Take Down Her White, Male Teacher’s Idea Of What Racism Is",0.343,0.657,0
1405630409737397_1608747512759018,0,This Latina May Get Her Own ‘Fast & Furious’ Movie and It’s Not Michelle Rodriguez,0,1,0
1405630409737397_1608747819425654,0.8143,"13 Latino Foods We Didn’t Like As Kids, But Now We LOVE",0,0.574,0.426
1405630409737397_1608747986092304,0,10 Ways Latina Daughters Get the Short End of the Stick,0,1,0
1405630409737397_1608748156092287,-0.3071,"Mexican TV Co-Host is Sexually Harassed Live on Camera, but It Might Not Be What You Think",0.123,0.877,0
1405630409737397_1608749416092161,0,Moments Every Couple Who's Been Together Forever Will Recognize,0,1,0
1405630409737397_1608750439425392,0,How Kylie Stole the Latina Look,0,1,0
1405630409737397_1608750652758704,-0.6486,This Old Interview with Selena’s Killer Will Probably Send Shivers Down Your Spine,0.264,0.736,0
1405630409737397_1608750959425340,0,15 Photos that Don’t Need Explanation if You’re Mexican,0,1,0
1405630409737397_1608751099425326,-0.4767,21 Latino Songs That Will Mend Your Broken Heart,0.279,0.721,0
1405630409737397_1608751366091966,-0.1779,"If You Were A Teen In The 2000s, You Were Obsessed With These Songs",0.124,0.876,0
1405630409737397_1608751562758613,0,"If You’re Latina, You Have These 14 Types of Primas",0,1,0
1405630409737397_1608751849425251,0,George Lopez Turns the Tables and Gives Trump a Taste of His Own B.S.,0,1,0
1405630409737397_1608752076091895,0,Meet the Mexican Volleyball Player Who is One of College Volleyball’s Biggest Stars,0,1,0
1405630409737397_1608752339425202,0.6369,"Latinos Love Arroz y Frijoles, But Not Every Dish Is The Same",0,0.704,0.296
1405630409737397_1608752746091828,-0.7783,A Guy from New Mexico was Arrested for Stealing His Mom’s Pozole,0.43,0.57,0
1405630409737397_1608790452754724,-0.3182,One Of The Orlando Victims Received a Very Touching Harry Potter Memorial,0.187,0.813,0
1405630409737397_1608812149419221,0.0258,Pastor Who Delivered Homophobic Sermon After Orlando Shootings Isn’t Backing Down,0,0.901,0.099
1405630409737397_1608825746084528,0.6369,Colombian Soccer Players Show They Can Dance Cumbia With The Best Of Them,0,0.741,0.259
1405630409737397_1608827882750981,-0.4019,9 Things Guaranteed To Piss Off Latinas (For Real),0.278,0.722,0
1405630409737397_1608859356081167,0,"These Things Are Not, And Never Will Be, Tacos",0,1,0
1405630409737397_1608860609414375,0.4939,"You Know Dad Was Saying 'I Love You, Mija’ In Disguise When He Did This",0.104,0.677,0.219
1405630409737397_1608926229407813,-0.6369,Body Cam Footage Shows The Moment Police Broke A Latino's Neck During An Arrest,0.321,0.679,0
1405630409737397_1609670019333434,0.5719,J.Lo’s New Video Is The Perfect Response To Mansplaining We’ve Been Looking For,0,0.764,0.236
1405630409737397_1609817035985399,0.5106,During Her Enslavement This Woman Survived On Plastic Bags And Water From An Iron,0,0.798,0.202
1405630409737397_1609844355982667,-0.2732,"From Mariah Carey To George Clooney, Everyone’s A Victim Of J.Lo’s Shade",0.174,0.826,0
1405630409737397_1609881015979001,0.6249,"Selena Makes A Great Latina Disney Princess, Just Sayin’",0,0.631,0.369
1405630409737397_1609894675977635,-0.34,17 Hilarious Mexico vs. Chile Memes You May Have Missed While You Were Mourning,0.271,0.585,0.144
1405630409737397_1609928372640932,0,Just When You Thought Selena Gomez Couldn’t Get Any Hotter,0,1,0
1405630409737397_1609956745971428,0,This White Guy Slayed At El Zapateado Y Bachata During His Wedding Dance And… It. Was. Epic,0,1,0
1405630409737397_1609957172638052,0,13 Snaps You’d Get If Your Mom Was On Snapchat,0,1,0
1405630409737397_1609958115971291,0,Bet You Can’t Make It Through This Mexican Cocktail List Without Salivating,0,1,0
1405630409737397_1609961769304259,-0.5574,Federal Police Opened Fire On Protestors In Oaxaca And No One Is Talking About It,0.261,0.739,0
1405630409737397_1609975755969527,0.4404,Someone Thought It Was A Good Idea To Open A Narco-Taqueria,0,0.734,0.266
1405630409737397_1609976279302808,-0.296,Watch This Latina Republican Spokesperson Avoid Answering Questions About Donald Trump,0.18,0.82,0
1405630409737397_1610193219281114,-0.5095,Soraya On OITNB Is More Savage Than We Could’ve Ever Imagined,0.248,0.752,0
1405630409737397_1610251322608637,-0.3818,This Spanish Netflix Series Reminds Us How We're Bonded To Our Siblings By Blood...And Embarrassing,0.157,0.843,0
1405630409737397_1610251519275284,0,These Mexicanas React To Trump With More Class Than He Ever Had,0,1,0
1405630409737397_1610300535937049,0,Selena Gomez Gets Naughty In New Netflix Flick,0,1,0
1405630409737397_1610304149270021,0.3612,"Just Like Our Tías, Selena Gomez Spilled So Much Chisme & Shade During Her Carpool Ride",0,0.848,0.152
1405630409737397_1610306575936445,0,This “Panda” Parody Will Bring Back Memories Of Getting Hit With The Chancla,0,1,0
1405630409737397_1610344782599291,0.7063,"Toms Is Really Trying To Profit From Selling Huaraches. Yes, HUARACHES.",0,0.606,0.394
1405630409737397_1610344865932616,0,Have You Ever Wondered Why Romeo Santos Always Poses The Same Way in Photos? Here’s Why,0,1,0
1405630409737397_1610349319265504,0,These Movie Titles Took A New Meaning After They Were Translated To Spanish,0,1,0
1405630409737397_1610349565932146,0,People From Scotland Are Standing Up Against Donald Trump In The Most European Way,0,1,0
1405630409737397_1610598869240549,0.5719,"5 Perfect Phrases To Use When Someone Says, ""OMG, Say Something In Spanish""",0,0.748,0.252
1405630409737397_1610630512570718,0.25,This Twitter Hashtag Is Perfectly Exposing All Of Donald Trump's Ridiculousness,0.256,0.488,0.256
1405630409737397_1610667199233716,0,"Next Time A White Person Says They Are American, Show Them This Map",0,1,0
1405630409737397_1610709549229481,0.6369,Signs You’re Too in Love with Chile,0,0.588,0.412
1405630409737397_1610714349229001,0.5994,11 Experiences That Unite All Super Pale Latinas,0,0.642,0.358
1405630409737397_1610729162560853,-0.1531,The Result Was Bad But These 17 USA vs Argentina Memes Were Too Good,0.19,0.652,0.158
1405630409737397_1610729355894167,0.4404,9 Memes Latinas Will Find Funny,0,0.58,0.42
1405630409737397_1610729509227485,0,The Unexpected Reason This Actor Isn’t Endorsing Trump,0,1,0
1405630409737397_1610729802560789,0.3612,"Zoe Saldana Was 'Left Eye' From TLC On ""Lip Sync Battle"" And It Was Awesome",0.132,0.66,0.208
1405630409737397_1611036459196790,-0.4767,300+ Undocumented Immigrants Arrested In One Month,0.341,0.659,0
1405630409737397_1611056672528102,-0.5574,Lucasfilm Just Released Details About Diego Luna’s Character In “Rogue One: A Star Wars Story”,0.217,0.783,0
1405630409737397_1611062625860840,0.2263,Orlando Shooter's Alleged Former Lover Reveals Why Puerto Rican Gays Were Targeted In Attacks,0.155,0.642,0.203
1405630409737397_1611070899193346,0,This Politician Took Trump's Slogan To Its Logical Conclusion,0,1,0
1405630409737397_1611124965854606,0.4215,17 Popular Brand Logos If They Looked The Way Your Parents Pronounce Them,0,0.811,0.189
1405630409737397_1611136669186769,0,11 Things Only a Person From a Big Latino Family Will Understand,0,1,0
1405630409737397_1611136812520088,0,This Latino Kid Is The Reason Your Parents Always Say “Ponte Las Pilas”,0,1,0
1405630409737397_1611136945853408,0,13 Celebs Who Changed The Name They Were Born With,0,1,0
1405630409737397_1611285515838551,-0.3182,Jennifer Lopez Let Loose On Carpool Karaoke With James Corden,0.204,0.796,0
1405630409737397_1611285735838529,0,How Many of these Infomercials Do You Still Remember?,0,1,0
1405630409737397_1611433989157037,0,This Latina Just Modernized The Most Iconic Frida Kahlo Portraits,0,1,0
1405630409737397_1611471119153324,0.6486,"Play these 7 Selena Songs on Repeat after a Breakup, They Will Make Everything Better",0,0.675,0.325
1405630409737397_1611471812486588,0,"You Thought You’d Seen Every Selena Picture, Until You Saw These 13",0,1,0
1405630409737397_1611472485819854,0.6369,"2-Legged Vato Finds 3-Legged Puppy, Falls in Love",0,0.625,0.375
1405630409737397_1611473919153044,0,Things You Find in Every Mexican Kitchen,0,1,0
1405630409737397_1611474212486348,0,These ‘Flaritza’ Moments Prove Flaca & Maritza Deserve Their Own Show,0,1,0
1405630409737397_1611474572486312,0,12 Things Only Latinos Who Never Learned Spanish Will Understand,0,1,0
1405630409737397_1611475732486196,-0.4939,11 Latin American Legends Our Parents Used to Scare the Sh*t Out of Us,0.198,0.802,0
1405630409737397_1611476469152789,0,Even Cholos Have a Soft Spot for la Virgen de Guadalupe,0,1,0
1405630409737397_1611476849152751,-0.5647,"She’s Pretty, but Here’s a List of Her Bad Habits",0.343,0.505,0.152
1405630409737397_1611477199152716,0.4019,13 Photos of Hilarious Store Names that Prove Mexicans DGAF,0,0.769,0.231
1405630409737397_1611488825818220,0.4019,These Hilarious Mexican Keyboard Buttons Will Feel Way Too Real,0,0.769,0.231
1405630409737397_1611518589148577,0,Our Parents Were Recycling Before It Even Existed,0,1,0
1405630409737397_1611528272480942,-0.6597,This Latino Has Been Killing It Since The Days Of ’Blade Runner’ and ‘Miami Vice’,0.239,0.761,0
1405630409737397_1611528545814248,-0.1779,8 Non-Latinos Who Are Just As Obsessed With Selena As We Are,0.145,0.855,0
1405630409737397_1611533219147114,-0.6249,Someone Bullied a Latina Anchor about Her Accent and She Shut Them Down Real Quick,0.24,0.76,0
1405630409737397_1611533392480430,-0.4215,A Gay Latina Came Out to Her Family and Took Photos of the Moment She Broke the News,0.149,0.851,0
1405630409737397_1611533942480375,0.4215,9 Intense Forms of Discipline Courtesy of Latino Parents,0,0.612,0.388
1405630409737397_1611534629146973,-0.1027,“It’s Hard Being Mexican and American Because You Don’t Really Know Where You’re From”,0.097,0.903,0
1405630409737397_1611548409145595,-0.0516,Why Most Latina Moms Won’t Let Their Daughters Leave The Hospital Without Earrings,0.091,0.909,0
1405630409737397_1611549042478865,0,Marco Rubio Is A Hypocrite And Here's Why,0,1,0
1405630409737397_1611563602477409,-0.2732,"He Was Scared To Try, But Guillermo Built The Courage To Ride A Crazy Slide",0.272,0.564,0.164
1405630409737397_1611564555810647,0.6369,These White People Dressed As Mexicans And You're Gonna Love The Reason Why,0,0.741,0.259
1405630409737397_1612106379089798,0.4019,This Lady Went To Support Her Soccer Team And Ended Up A Meme,0,0.803,0.197
1405630409737397_1612108492422920,0.4588,"After This Little Girl's Dance Video Went Viral, She Met Her Favorite Latina Pop Star And Werked It",0,0.85,0.15
1405630409737397_1612111752422594,0.4404,9 Better Ways to Handle Breakups,0,0.58,0.42
1405630409737397_1612112155755887,-0.4404,Nothing Scared You More As a Kid Than Hearing Your Parents Say These Things to You,0.172,0.828,0
1405630409737397_1612112559089180,0,11 Quotes from ‘The Alchemist’ that Changed My Life,0,1,0
1405630409737397_1612351689065267,0.6369,12 Photos That Prove Latinos Are The Absolute Best At Over-The-Top Photoshoots,0,0.724,0.276
1405630409737397_1612454195721683,0,These 10 Weddings Will Give You Mexican Wedding Goals,0,1,0
1405630409737397_1612490405718062,0.4215,11 Things All Bilingual Kids Know To Be True,0,0.741,0.259
1405630409737397_1612504082383361,0.4404,"Yooo, Becky G Sounds Just As Good In Spanish As She Does In English",0,0.805,0.195
1405630409737397_1612504425716660,-0.4019,These Two Latino Ethnicities Have The Highest Rates Of Chronic Illness,0.213,0.787,0
1405630409737397_1612557029044733,0.34,Hillary Clinton’s New Ad In Spanish Is Giving Latinos Mixed Feelings,0,0.806,0.194
1405630409737397_1612580782375691,-0.34,Copa America Is Over But The Final Match Memes Are Still Fire,0.179,0.821,0
1405630409737397_1612581105708992,0,Listen To The Song That’s Getting This Latino Rapper Comparisons To Future And Young Thug,0,1,0
1405630409737397_1612581319042304,0,This Undocumented Worker Says Latinos Aren’t Gonna Stay Quiet Anymore,0,1,0
1405630409737397_1612619405705162,-0.9186,Racist Tech Company Insists Racist Ad Isn't Racist,0.706,0.294,0
1405630409737397_1612620272371742,0.34,"Pope Francis Says Church Should Apologize “For Having Blessed Many Weapons""",0.179,0.494,0.327
1405630409737397_1612725522361217,0,13 Micheladas That Get You Thirsting For Summer,0,1,0
1405630409737397_1612883825678720,0.2023,You Can Dedicate This Song To All The Guys Who Think They’re Playing You,0,0.878,0.122
1405630409737397_1612924569007979,0.5859,These People Decided To Reinvent Traditional Mickey Ears And It’s The Cutest Thing Ever,0,0.774,0.226
1405630409737397_1612925099007926,0,"In Texas, Undocumented Construction Workers Are The New Slaves",0,1,0
1405630409737397_1612926132341156,0.4588,8 Book Characters Who Could Honestly Be Latino,0,0.667,0.333
1405630409737397_1612936632340106,0.4939,Watch This Woman's Story About What Her Mexican Mom's Sacrifices Inspired Her To Do,0,0.802,0.198
1405630409737397_1612937055673397,0,This Latina Who Comes From Musical Royalty Gives Prince A Proper Tribute,0,1,0
1405630409737397_1613029022330867,0,Ways To Take Abuela's Clutter And Turn It Into Something You'll Actually Use,0,1,0
1405630409737397_1613038055663297,0,Here’s Why Some Of Messi’s Argentina Teammates May Retire With Him,0,1,0
1405630409737397_1613075002326269,0.624,Diego Huerta Is Capturing The Most Amazing Photos Of Indigenous Mexicans,0,0.71,0.29
1405630409737397_1613141345652968,0.4404,Finally Queen Selena Quintanilla Will Get Her Star On The Hollywood Walk Of Fame,0,0.818,0.182
1405630409737397_1613251455641957,0,This Selfie Mario Lopez Took With Donald Trump Gave Us A LOT To Think About,0,1,0
1405630409737397_1613282095638893,0,Meet The Rapper Who Proves You Can Be A Cholo And Gay While Embracing Both,0,1,0
1405630409737397_1613328425634260,0.4404,"If You Remember The Homies Toys, Their Story Is Even Better",0,0.775,0.225
1405630409737397_1613329025634200,0.6808,This Tearful Thank You By A Latino Gymnast Will Make You Hug Your Parents,0,0.663,0.337
1405630409737397_1613329315634171,0,When You’re A Grown-As$ Adult But Still Need Your Parents,0,1,0
1405630409737397_1613387538961682,0.128,"We’ve Heard This Song At Every Family Party, But Had No Idea The Video Was Trippy AF",0.111,0.754,0.136
1405630409737397_1613434312290338,0,98 Degrees’ Lead Singer Is Moving Into Jenni Rivera’s House,0,1,0
1405630409737397_1613440892289680,0.2716,This Is The Most Important Poll You’ll Take… About Micheladas,0,0.811,0.189
1405630409737397_1613462205620882,-0.6597,Is This Racist Or Nah? This Dude Just Made An ‘English Only’ Rule For His Restaurant,0.278,0.722,0
1405630409737397_1613613042272465,0.6249,11 Awesome Ways Latinos And Filipinos Are Totally Connected,0,0.661,0.339
1405630409737397_1613749672258802,0,Thoughts You Have When You're A Grade-A Chismosa,0,1,0
1405630409737397_1613762538924182,0.296,Can You Get A Perfect Score On This Latin American Soda Bottle Quiz? We Doubt It,0.13,0.677,0.193
1405630409737397_1613793125587790,-0.6981,At 15 She Attempted Suicide: I Felt Like I Wasn't The Ideal Mexican Daughter,0.388,0.479,0.133
1405630409737397_1613828055584297,-0.0572,This Mexican Reporter Didn't Want To Get Wet... So The Internet Memed Her,0.092,0.908,0
1405630409737397_1613828512250918,0.128,19 #GrowingUpHispanic Tweets That'll Make You Laugh 'Till You Cry,0.211,0.544,0.245
1405630409737397_1613833992250370,-0.34,"We Know What The Cast Of OITNB Look Like Out Of Prison Uniforms, Here's All The Badass Things They'r",0.209,0.684,0.107
1405630409737397_1613851718915264,0,The “East Los High” Trailer Is Dropping Jaws Because Of This Príncipe...,0,1,0
1405630409737397_1613856052248164,0,14 Things That Happen When A Gringo Marries Into A Latino Family,0,1,0
1405630409737397_1613859262247843,-0.802,Watch Drunk And Racist Brits Try To Intimidate A Latino Veteran,0.539,0.461,0
1405630409737397_1613876292246140,0,"If You Grew Up With An Immigrant Mom, You’ll Relate To This Rap Song",0,1,0
1405630409737397_1614212905545812,0.3818,She Threatened To Call The Cops So This Guy Handled Things Like A Champ,0.161,0.538,0.301
1405630409737397_1614213242212445,0,9 Things Every Latino Who Grew Up With A Gringo Parent Will Understand,0,1,0
